cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season
461,0,2,11,0.270145553507265,695,7,0.9431945538974952
546,6,0,8,1.281660147706844,1059,12,0.9431945538974952
274,0,0,10,0.0242996308256684,390,11,0.8884502877862838
524,2,0,11,0.2391650356091604,566,12,0.9431945538974952
231,2,6,10,0.8041814704101949,248,6,0.8884502877862838
1416,6,2,10,1.455884268793943,1645,11,0.8884502877862838
811,6,0,10,1.8975520452933432,1449,11,0.9431945538974952
1094,6,0,10,1.7940983318790693,2923,11,0.9431945538974952
740,6,0,3,1.0699223379791518,1325,11,0.8884502877862838
565,6,2,10,0.4102615616404595,952,6,0.9431945538974952
640,6,1,10,0.1945447629352956,703,6,0.9431945538974952
404,6,6,5,0.7754771536462185,791,6,0.8884502877862838
807,2,6,10,0.1507758841831028,1729,11,0.8884502877862838
565,6,2,10,0.1595852560597189,1152,12,0.8884502877862838
260,0,0,4,0.0433431817913568,250,11,1.804272708628173
1024,6,4,11,1.4001784231093342,2156,6,0.9431945538974952
875,6,2,10,0.3696202779440669,923,11,0.0273721330556057
661,0,1,5,0.0640895206003891,622,12,0.9431945538974952
319,3,3,2,0.3465977380009064,2774,11,0.8884502877862838
54,0,0,5,0.3068078482261857,219,6,0.8884502877862838
387,3,3,2,2.0137941195617053,0,2,1.804272708628173
438,6,0,8,0.0353852038364127,681,5,0.8884502877862838
724,5,5,3,0.1715222229921351,1879,10,0.9431945538974952
24,2,1,6,0.7723495585904183,55,7,0.9431945538974952
657,1,2,10,3.3260090882058178,1344,6,0.8884502877862838
617,1,6,7,0.9863635694522384,1262,11,0.8884502877862838
1502,6,2,10,1.8418461996087343,1769,11,0.8884502877862838
484,0,2,3,0.3298303881693462,686,12,0.9431945538974952
1450,2,2,3,1.8617411444960947,1749,11,0.8884502877862838
257,2,2,10,0.8399923712074435,312,11,0.8884502877862838
500,6,2,11,0.2900404983946254,778,7,0.9431945538974952
1148,5,1,5,0.4460724624377082,2560,9,0.9431945538974952
437,6,6,5,0.8391409772857716,918,11,0.0273721330556057
742,2,6,11,0.2820825204396813,1257,11,0.8884502877862838
167,2,1,11,1.3095130705491482,521,7,0.9431945538974952
806,4,0,7,3.1031857054673817,1681,11,0.9431945538974952
762,5,1,6,0.2192700907218,1254,11,0.9431945538974952
902,6,2,10,0.3417673551017623,968,6,1.804272708628173
641,4,0,10,0.1826077960028794,1183,3,0.9431945538974952
267,6,0,9,0.0154902589490523,459,11,1.804272708628173
80,6,3,2,0.7007277569959209,608,12,0.9431945538974952
1005,4,2,7,1.1296071726412331,1658,11,0.9431945538974952
1128,2,2,3,2.1760812737163886,1810,11,0.8884502877862838
71,1,0,3,0.4739253852800127,80,3,0.9431945538974952
307,6,6,10,0.588464671705031,685,11,0.0273721330556057
294,5,0,10,0.7007277569959209,549,11,0.9431945538974952
819,2,6,10,1.3564095443571411,1011,11,0.8884502877862838
544,6,0,10,0.2343346527100163,1050,11,0.8884502877862838
1246,6,4,10,2.7251817526075346,3324,6,0.8884502877862838
356,5,0,10,0.7126647239283372,660,12,0.9431945538974952
265,2,0,11,0.4381144844827641,594,9,0.9431945538974952
1012,2,1,11,1.397050828053534,1629,11,1.804272708628173
533,5,1,6,0.9553830515541336,639,7,0.8884502877862838
462,6,5,11,0.4460724624377082,1210,12,0.9431945538974952
813,6,4,3,1.92938395711312,2642,11,0.9431945538974952
672,2,6,10,0.6600864732995283,1105,6,1.804272708628173
730,6,4,3,2.6615179289679816,2534,11,0.8884502877862838
253,2,6,11,0.4739253852800127,226,6,0.9431945538974952
1164,6,0,10,2.1163964390543075,3399,11,0.9431945538974952
751,6,4,8,0.4173681456737318,1191,1,0.9431945538974952
812,2,6,10,1.121649194686289,997,11,0.8884502877862838
159,6,0,10,0.9036561948469968,205,11,0.8884502877862838
57,6,0,10,1.2697231807744276,113,1,0.9431945538974952
488,6,2,10,0.1556062670822468,1137,12,0.9431945538974952
958,6,4,11,0.7356872638714977,2176,6,0.8884502877862838
473,5,1,10,0.6251269664239516,723,11,0.9431945538974952
146,4,0,3,0.5176942640322055,179,12,0.9431945538974952
581,1,0,8,0.2582085865748488,769,11,0.8884502877862838
645,2,1,10,1.5960002769271375,1033,11,0.9431945538974952
320,2,1,10,1.023025864171159,560,11,0.9431945538974952
837,3,0,11,1.779033769890853,1566,6,0.9431945538974952
383,6,0,11,0.0115112699715802,699,7,0.8884502877862838
652,6,5,8,0.3585347049333226,1321,11,0.9431945538974952
850,6,4,11,0.695897374096777,1321,6,0.9431945538974952
492,5,1,0,0.2263766747550722,1135,11,0.9431945538974952
1124,6,1,5,0.4054311787413155,1650,6,0.8884502877862838
642,6,4,11,0.2391650356091604,1124,6,0.8884502877862838
1396,6,4,1,1.1892920073033142,2813,12,0.8884502877862838
462,6,0,11,0.1556062670822468,1023,11,0.8884502877862838
652,6,4,11,0.8908678339929086,1544,12,0.9431945538974952
499,1,3,2,0.3068078482261857,1953,6,0.0273721330556057
1280,2,1,10,1.4766306076029754,1330,11,1.804272708628173
667,6,2,7,0.2272280686767442,939,6,0.8884502877862838
679,6,5,3,0.1834591899245513,711,6,1.804272708628173
978,6,6,5,0.0999004213976378,1760,6,0.9431945538974952
563,5,5,0,0.0393641928138847,1603,10,0.9431945538974952
593,6,5,3,0.3187448151586018,629,6,0.9431945538974952
635,3,0,11,1.9182983841023755,1135,6,0.9431945538974952
689,2,5,11,0.3744506608432109,1194,12,0.9431945538974952
1024,6,6,10,1.8935730563158717,1178,11,0.9431945538974952
306,5,0,3,0.6131899994915354,449,10,0.8884502877862838
642,6,0,10,1.078731709855768,1080,11,0.8884502877862838
724,3,3,2,1.233912279977179,2241,6,0.8884502877862838
734,6,0,7,0.540716803975366,1334,11,0.9431945538974952
91,6,1,5,1.8188236596655736,192,6,0.9431945538974952
664,6,4,8,0.0481735646905008,1291,1,0.8884502877862838
1104,6,0,10,0.0513011597463009,2421,6,1.804272708628173
174,5,1,7,0.7157923189841373,352,6,0.8884502877862838
834,6,2,10,0.2064817298677118,927,11,0.9431945538974952
105,6,1,5,1.611916232837026,199,6,0.9431945538974952
756,6,2,10,1.0540063820692636,1392,11,0.9431945538974952
751,5,1,6,0.649000900288784,1144,11,0.8884502877862838
359,6,5,9,0.2781035314622092,780,6,0.9431945538974952
250,2,6,11,0.9275301287118292,177,6,0.9431945538974952
401,2,6,1,0.10700700543091,431,6,0.8884502877862838
93,6,0,5,0.7564336026805301,110,6,0.9431945538974952
93,1,0,3,0.6211479774464795,70,3,0.9431945538974952
260,0,0,4,1.4081364010642785,198,3,0.9431945538974952
1277,2,2,10,2.0646695823471704,1718,11,0.8884502877862838
385,6,0,8,0.0950700384984938,704,5,0.8884502877862838
469,6,1,8,0.0234482369039964,643,5,0.8884502877862838
298,6,5,5,0.3187448151586018,653,5,0.8884502877862838
787,6,4,11,0.7953720985335788,1228,6,0.8884502877862838
751,6,4,3,2.81271951011192,2722,11,0.9431945538974952
979,6,6,10,0.6242755725022796,1981,11,0.9431945538974952
274,3,3,2,2.0137941195617053,0,2,0.9431945538974952
814,4,4,7,1.50761112550108,2873,6,0.8884502877862838
414,3,3,2,2.0137941195617053,0,2,0.0273721330556057
249,0,0,5,1.3285566215148368,547,11,0.9431945538974952
304,6,4,5,0.7564336026805301,849,6,0.9431945538974952
554,5,1,5,0.4094101677187876,888,1,0.9431945538974952
719,6,4,5,0.3815572448764831,1753,6,0.9431945538974952
561,6,0,10,1.722476530284572,1070,11,0.9431945538974952
266,2,6,11,0.5734001097168147,237,6,0.8884502877862838
83,6,0,5,0.8758032720046922,103,6,0.0273721330556057
548,2,1,0,0.3903666167530992,1213,11,0.9431945538974952
360,6,6,9,0.0800054765102774,324,11,0.8884502877862838
746,6,6,10,3.083290760580021,659,6,0.9431945538974952
734,6,5,7,0.7803075365453624,910,8,1.804272708628173
852,4,4,7,1.4877161806137198,3009,6,0.9431945538974952
205,6,0,9,0.1706708290704632,454,11,0.9431945538974952
589,6,4,11,0.3625136939107947,1180,1,0.8884502877862838
521,3,0,10,2.0137941195617053,0,2,0.9431945538974952
36,2,0,10,0.4102615616404595,37,6,0.8884502877862838
272,2,2,10,0.752454613703058,298,11,0.8884502877862838
650,5,1,7,0.1149649833858541,972,8,0.9431945538974952
1508,6,1,0,0.2590599804965208,2690,3,0.9431945538974952
233,6,5,7,0.915593161779413,227,6,0.8884502877862838
1103,6,6,10,0.2900404983946254,1888,11,0.9431945538974952
879,2,0,10,2.0567116043922264,1527,11,0.9431945538974952
96,6,0,3,0.6251269664239516,174,11,0.8884502877862838
1636,6,2,10,1.9612158689328965,1818,11,0.8884502877862838
435,2,4,5,1.3214500374815643,393,6,0.8884502877862838
254,0,0,8,0.2312070576542162,648,12,0.8884502877862838
1345,6,2,10,1.5752539381181052,1623,11,0.8884502877862838
207,2,1,6,1.08271069883324,550,7,0.9431945538974952
334,2,0,3,0.2550809915190487,471,10,0.9431945538974952
451,0,0,5,1.5832119160730496,590,11,0.8884502877862838
266,6,1,10,1.2498282358870672,712,11,0.9431945538974952
459,1,0,5,0.0760264875328053,680,11,0.9431945538974952
325,3,3,2,2.0137941195617053,0,2,0.0273721330556057
561,5,1,10,0.0999004213976378,513,6,0.8884502877862838
1368,6,2,10,1.945299913023008,1617,11,0.9431945538974952
288,2,2,5,0.7723495585904183,317,11,0.8884502877862838
925,6,2,7,1.0380904261593753,1663,11,0.9431945538974952
833,6,6,5,1.3086616766274763,1977,3,0.9431945538974952
547,2,6,10,2.8684253557965294,621,6,0.8884502877862838
1483,2,1,5,0.1189439723633262,2732,11,0.8884502877862838
1358,6,2,3,1.6230018058477702,1837,11,0.8884502877862838
1068,6,4,6,0.3258513991918741,2862,10,0.9431945538974952
276,3,3,2,2.0137941195617053,0,2,0.8884502877862838
731,6,0,10,1.0579853710467355,1356,11,0.9431945538974952
1056,6,4,1,0.5685697268176706,2134,1,0.8884502877862838
233,5,1,7,0.8121394483651391,481,6,0.9431945538974952
535,6,0,5,0.1317323332174144,389,11,1.804272708628173
153,4,0,3,0.2630389694739928,189,12,0.0273721330556057
1487,6,4,1,1.1176702057088168,3110,12,0.9431945538974952
154,0,0,5,0.0760264875328053,255,6,0.9431945538974952
469,6,0,11,0.0800054765102774,773,7,0.8884502877862838
366,2,0,9,0.0441945757130287,588,10,0.8884502877862838
1019,6,4,7,1.5752539381181052,3287,6,0.9431945538974952
598,6,5,3,0.0959214324201657,670,6,1.804272708628173
384,2,6,9,0.2391650356091604,315,11,0.9431945538974952
1070,2,0,0,0.3306817820910181,1892,11,0.9431945538974952
265,0,0,5,0.5526537709077823,186,3,0.9431945538974952
615,6,1,7,1.0548577759909357,806,11,0.8884502877862838
540,6,4,11,0.1038794103751098,1212,12,0.8884502877862838
80,6,0,10,1.1026056437206004,123,1,0.9431945538974952
777,6,6,10,2.637643995103149,791,6,0.8884502877862838
1142,6,6,5,2.0686485713246423,2238,6,0.9431945538974952
295,6,1,10,0.9474250735991896,551,11,1.804272708628173
779,2,0,10,1.877657100405983,1381,11,0.8884502877862838
510,6,2,10,2.629686017148205,1244,11,0.9431945538974952
575,5,1,6,0.9036561948469968,614,12,0.9431945538974952
278,2,6,7,0.6004016386374472,364,6,0.8884502877862838
513,0,5,10,0.485862352212429,811,3,0.9431945538974952
165,0,0,3,0.5813580876717588,137,6,0.8884502877862838
1179,5,1,6,0.1189439723633262,1749,11,0.9431945538974952
111,6,1,5,1.576105332039777,203,6,0.9431945538974952
885,2,6,10,0.2064817298677118,1742,11,0.8884502877862838
1378,2,1,10,0.6600864732995283,2520,11,1.804272708628173
609,0,2,10,2.2397450973559416,1100,11,0.8884502877862838
274,0,0,3,0.2312070576542162,392,11,0.8884502877862838
363,6,0,8,0.1595852560597189,608,5,0.8884502877862838
682,5,5,3,0.2383136416874884,1993,10,0.9431945538974952
377,6,0,11,0.0314062148589406,771,7,0.8884502877862838
235,6,0,5,0.3386397600459622,580,11,0.9431945538974952
261,2,0,5,1.0946476657656563,277,10,0.9431945538974952
74,6,1,10,0.0163416528707242,122,12,0.9431945538974952
530,2,4,5,1.1105636216755446,482,6,0.8884502877862838
891,6,2,10,0.2741245424847371,862,11,0.9431945538974952
609,6,4,11,0.7953720985335788,1493,12,0.8884502877862838
145,1,0,3,0.5017783081223173,90,3,0.8884502877862838
250,6,0,1,0.7564336026805301,473,1,0.9431945538974952
335,2,2,5,0.5614631427843984,291,11,0.8884502877862838
672,6,4,11,0.2113121127668558,1128,12,0.8884502877862838
762,6,0,10,1.0181954812720149,2871,11,0.9431945538974952
338,2,0,10,0.9315091176893012,760,11,0.9431945538974952
371,6,0,8,0.0314062148589406,726,5,0.8884502877862838
120,1,0,3,0.274975936406409,124,3,0.9431945538974952
680,6,0,10,0.4531790464709804,1181,11,0.9431945538974952
1293,6,4,1,1.2410188640104511,2978,12,0.8884502877862838
89,1,0,10,0.485862352212429,71,3,0.9431945538974952
609,6,3,2,0.2033541348119117,1455,12,0.8884502877862838
316,2,5,7,0.6569588782437281,271,6,0.9431945538974952
825,3,0,10,0.7484756247255858,2196,6,0.8884502877862838
225,2,6,7,0.4372630905610921,311,8,0.9431945538974952
781,6,4,3,2.693349840787758,2561,11,0.9431945538974952
523,2,0,11,0.3386397600459622,609,12,0.9431945538974952
291,3,3,2,2.0137941195617053,0,2,0.0273721330556057
562,5,0,10,1.301555092594204,2164,6,0.9431945538974952
330,3,0,10,2.0137941195617053,0,2,0.8884502877862838
444,3,3,2,2.0137941195617053,0,2,1.804272708628173
56,6,0,10,1.1662694673601537,139,1,0.8884502877862838
571,6,2,7,0.3346607710684902,1259,11,0.8884502877862838
806,2,0,0,0.5853370766492308,1663,11,0.9431945538974952
839,6,5,7,0.321872410214402,2052,10,0.9431945538974952
32,1,0,10,0.3386397600459622,35,6,0.8884502877862838
104,2,0,4,0.3664926828882667,198,11,0.8884502877862838
536,6,2,7,0.4659674073250686,858,6,0.8884502877862838
382,0,0,3,0.0393641928138847,316,6,0.9431945538974952
399,6,0,8,1.3294080154365089,1045,12,0.9431945538974952
597,6,1,10,0.0322576087806125,763,1,0.9431945538974952
1357,6,1,10,0.5654421317618704,2582,9,0.8884502877862838
141,2,0,10,0.9116141728019408,195,11,0.8884502877862838
366,6,0,1,0.9991519303063264,479,1,0.9431945538974952
851,5,1,6,0.6211479774464795,1195,11,0.9431945538974952
236,0,0,11,0.5614631427843984,459,12,0.9431945538974952
336,0,6,7,0.3258513991918741,394,3,0.8884502877862838
433,6,0,11,0.0075322809941081,714,7,0.8884502877862838
617,6,4,3,1.7065605743746837,2107,11,0.8884502877862838
766,2,6,5,0.2670179584514649,1009,11,0.9431945538974952
576,1,3,2,0.1357113221948865,1979,6,0.0273721330556057
545,6,4,3,1.865720133473567,2285,11,0.8884502877862838
697,5,1,6,0.9235511397343572,656,7,0.8884502877862838
39,6,1,6,0.2152911017443279,63,7,0.9431945538974952
464,6,0,10,1.412966783963422,1039,12,0.9431945538974952
747,5,1,6,0.5057572970997893,1294,11,0.9431945538974952
1510,6,2,10,1.770224398014237,1741,11,0.8884502877862838
321,6,1,10,0.7365386577931696,634,11,0.9431945538974952
711,2,6,10,1.2808087537851718,865,11,0.8884502877862838
86,6,0,5,0.4938203301673731,197,6,0.9431945538974952
857,5,1,7,0.5964226496599752,1247,8,0.8884502877862838
692,6,4,11,0.4332841015836201,1158,6,0.8884502877862838
1084,6,1,0,0.270996947428937,2710,3,0.8884502877862838
1314,2,2,10,1.865720133473567,1443,11,0.9431945538974952
1079,5,1,10,0.3377883661242903,2287,11,1.804272708628173
241,5,1,10,1.2458492469095952,661,11,0.8884502877862838
108,6,0,5,0.919572150756885,106,6,1.804272708628173
46,6,0,7,0.3346607710684902,61,6,0.9431945538974952
337,5,1,7,0.5694211207393426,471,3,0.9431945538974952
466,2,5,10,0.0751750936111334,996,11,0.8884502877862838
586,6,5,8,0.0910910495210217,1492,11,0.9431945538974952
803,6,6,5,1.081859304911568,1849,6,0.9431945538974952
322,5,1,7,0.3426187490234343,645,3,0.8884502877862838
1215,2,1,10,1.50448353044528,1348,11,1.804272708628173
819,6,5,7,0.859035922173132,2031,10,0.9431945538974952
731,6,6,10,1.7940983318790693,1105,11,0.8884502877862838
692,4,0,10,0.6640654622770004,1310,3,0.8884502877862838
565,2,3,2,1.046899798035991,1296,12,0.8884502877862838
855,5,1,7,0.9346367127451014,1280,8,0.9431945538974952
45,0,0,3,1.2856391366843158,83,11,1.804272708628173
507,2,4,5,1.0389418200810472,485,6,0.8884502877862838
777,6,6,10,0.3497253330567065,1920,11,0.8884502877862838
198,0,0,5,0.214439707822656,155,3,0.8884502877862838
372,2,4,5,1.090668676788184,557,6,0.8884502877862838
1083,3,3,2,0.8877402389371084,2686,6,0.0273721330556057
1049,6,5,7,0.7038553520517211,2045,10,1.804272708628173
463,1,6,11,0.9474250735991896,1068,11,0.8884502877862838
93,3,0,5,0.9872149633739103,96,6,0.8884502877862838
529,6,0,8,1.1145426106530167,1212,12,0.9431945538974952
1380,2,1,10,0.3983245947080434,2514,6,0.9431945538974952
989,2,0,0,0.4420934734602362,1902,11,0.9431945538974952
30,6,0,5,0.979256985418966,39,4,1.804272708628173
276,0,0,8,0.4102615616404595,556,9,0.9431945538974952
520,6,6,10,0.4690950023808687,1618,11,0.9431945538974952
877,2,0,0,0.6251269664239516,1800,11,0.9431945538974952
868,6,0,11,1.7503294531268765,1100,6,0.9431945538974952
78,6,0,5,1.0628157539458798,73,6,0.9431945538974952
1103,6,0,10,1.5792329270955774,1889,11,0.9431945538974952
500,5,1,10,0.8678452940497481,710,11,0.8884502877862838
638,6,5,8,0.7834351316011626,1860,6,0.8884502877862838
289,2,6,7,0.8470989552407158,337,8,0.9431945538974952
1647,6,2,10,1.7821613649466532,1766,11,0.9431945538974952
598,2,6,5,0.0123626638932521,1009,11,0.8884502877862838
179,5,1,10,1.3174710485040924,701,11,0.8884502877862838
69,6,0,9,0.3983245947080434,306,11,1.804272708628173
860,6,2,7,0.4929689362457012,954,6,0.8884502877862838
714,6,0,5,1.237039875032979,1293,6,0.9431945538974952
225,3,3,2,2.0137941195617053,0,2,0.9431945538974952
877,6,0,5,0.7237502969390814,974,6,0.9431945538974952
953,6,2,10,0.3855362338539552,901,11,1.804272708628173
197,6,1,11,1.289618125661788,522,12,0.9431945538974952
213,6,0,10,0.1357113221948865,444,11,1.804272708628173
70,0,0,3,0.919572150756885,194,6,0.8884502877862838
1093,6,6,5,0.3815572448764831,2069,11,0.9431945538974952
758,6,2,10,0.4938203301673731,867,11,0.9431945538974952
1291,6,4,11,0.5765277047726147,2482,12,0.8884502877862838
1402,6,0,10,2.4506315131619614,3106,11,0.9431945538974952
512,0,5,9,0.0831330715660775,781,5,0.9431945538974952
369,0,6,7,0.3298303881693462,416,6,0.9431945538974952
793,5,1,7,0.9226997458126852,1045,8,0.9431945538974952
758,5,1,7,0.9951729413288544,889,11,0.8884502877862838
1065,2,1,11,1.5522313981749447,1341,11,0.9431945538974952
587,2,1,11,0.2152911017443279,623,12,0.9431945538974952
327,6,5,5,0.0800054765102774,676,11,0.9431945538974952
918,6,1,5,0.1834591899245513,2505,11,0.9431945538974952
889,2,1,11,1.4169457729408943,1305,11,0.9431945538974952
283,3,3,2,0.1794802009470793,2744,11,0.8884502877862838
761,2,6,10,0.2383136416874884,1912,11,0.8884502877862838
281,2,2,10,0.6967487680184489,292,11,0.9431945538974952
343,2,1,6,0.0035532920166361,698,11,0.9431945538974952
525,1,2,10,2.5501062375987638,1243,11,0.8884502877862838
180,6,0,10,0.808160459387667,208,11,0.9431945538974952
63,6,0,10,1.2299332909997067,108,6,0.8884502877862838
846,3,0,10,1.0866896878107122,1744,6,0.8884502877862838
670,2,5,5,1.081859304911568,1255,7,0.9431945538974952
910,6,6,9,1.109712227753873,1906,3,0.9431945538974952
585,6,2,11,0.4730739913583408,685,12,0.9431945538974952
330,6,0,6,1.0667947429233515,561,12,0.9431945538974952
555,5,1,7,0.2232490796992721,497,6,0.9431945538974952
530,5,1,10,0.6012530325591191,745,11,0.9431945538974952
392,2,1,7,0.752454613703058,529,6,0.8884502877862838
1694,6,0,11,0.5685697268176706,2519,11,0.8884502877862838
752,6,4,3,3.11910166137727,2620,11,0.9431945538974952
117,6,0,5,0.4779043742574848,140,6,0.0273721330556057
126,5,0,7,0.5455471868745101,175,6,0.9431945538974952
46,6,0,10,1.237891268954651,115,1,0.8884502877862838
412,6,0,11,0.0919424434426936,785,7,0.8884502877862838
1276,2,1,10,1.5442734202200006,1368,11,0.9431945538974952
716,2,6,10,0.3028288592487136,1670,11,0.9431945538974952
794,6,0,10,0.6839604071643608,1265,3,0.9431945538974952
666,2,5,10,0.64417051738964,2950,11,0.0273721330556057
406,5,3,2,1.1583114894052096,1282,12,0.8884502877862838
322,6,0,10,1.2737021697518995,1121,12,0.9431945538974952
644,0,2,10,2.959942102278387,1191,11,0.9431945538974952
82,6,1,10,0.2670179584514649,97,12,0.9431945538974952
584,4,2,10,0.0831330715660775,1298,11,0.9431945538974952
306,6,3,2,1.1264795775854328,780,12,0.8884502877862838
71,6,0,10,1.253807224864539,177,11,0.8884502877862838
209,2,0,4,0.1467968952056307,632,11,0.8884502877862838
304,2,5,7,0.915593161779413,244,6,0.9431945538974952
551,5,1,10,0.3227238041360739,736,11,0.9431945538974952
609,6,6,10,0.0839844654877495,1388,11,0.8884502877862838
271,3,3,2,1.0667947429233515,1378,6,0.8884502877862838
99,1,0,10,0.6370639333563678,54,3,0.9431945538974952
831,2,5,11,0.9306577237676292,2179,1,0.9431945538974952
356,2,0,3,0.4659674073250686,302,6,0.9431945538974952
202,6,0,7,0.1197953662849981,210,6,0.8884502877862838
965,5,1,6,0.1715222229921351,1711,11,0.9431945538974952
793,6,0,7,0.8351619883082996,1443,11,0.8884502877862838
257,0,0,11,0.3227238041360739,652,9,0.8884502877862838
1692,2,1,11,1.4089877949859502,1628,11,1.804272708628173
730,6,5,10,0.8161184373426111,1391,6,0.8884502877862838
215,0,0,4,0.0154902589490523,223,11,0.0273721330556057
664,6,4,11,0.5128638811330616,1281,12,0.9431945538974952
135,6,1,5,1.4328617288507826,207,6,0.8884502877862838
470,2,4,5,1.281660147706844,569,6,0.8884502877862838
937,6,4,6,0.9545316576324616,2335,1,0.9431945538974952
168,6,0,9,0.1197953662849981,425,11,1.804272708628173
497,1,6,11,0.803330076488523,1246,11,0.0273721330556057
187,0,0,5,0.0839844654877495,268,6,0.0273721330556057
477,6,0,11,0.3386397600459622,509,7,1.804272708628173
282,0,6,10,0.9474250735991896,250,12,0.8884502877862838
925,6,4,3,3.123080650354742,2663,11,0.9431945538974952
857,2,1,10,1.564168365107361,1374,11,1.804272708628173
1058,2,1,10,1.3214500374815643,1695,11,1.804272708628173
905,6,4,11,0.3139144322594578,2037,6,0.8884502877862838
345,6,0,1,0.7047067459733931,636,1,0.9431945538974952
1386,2,1,5,0.4938203301673731,2142,11,0.8884502877862838
170,4,0,5,0.1388389172506866,232,12,0.0273721330556057
907,6,2,10,0.0203206418481963,934,11,0.8884502877862838
427,6,4,1,0.382408638798155,1083,6,0.9431945538974952
759,5,1,6,0.6330849443788957,1196,11,0.9431945538974952
210,2,1,10,1.3095130705491482,663,11,0.9431945538974952
469,3,3,2,2.0137941195617053,0,2,0.8884502877862838
1087,6,0,10,1.3842624671994457,3142,11,0.8884502877862838
70,0,0,3,1.4806095965804476,92,11,0.9431945538974952
551,1,3,2,0.0083836749157801,2124,6,0.0273721330556057
345,6,4,5,0.4739253852800127,954,6,0.9431945538974952
302,2,6,7,0.7118133300066652,368,8,0.9431945538974952
1649,5,1,5,0.8112880544434671,3187,11,0.8884502877862838
297,2,1,11,1.2060593571348743,582,6,0.9431945538974952
737,6,5,3,0.055280148723773,829,6,1.804272708628173
1021,2,1,10,1.1415441395736492,1337,6,0.9431945538974952
321,2,3,2,0.8718242830272201,1167,12,0.8884502877862838
242,2,6,10,0.7444966357481138,636,11,0.8884502877862838
1356,2,1,5,0.3664926828882667,2531,9,0.8884502877862838
280,6,1,10,1.1782064342925698,803,11,0.8884502877862838
688,2,0,10,1.905510023248288,1419,11,0.9431945538974952
115,6,0,4,0.4977993191448452,191,11,1.804272708628173
1130,6,4,11,1.0937962718439844,2134,6,0.8884502877862838
150,0,0,3,0.5455471868745101,133,6,0.9431945538974952
80,2,3,2,1.1742274453150978,534,12,0.9431945538974952
727,6,2,10,0.1396903111723585,887,11,0.9431945538974952
397,0,0,5,2.749055686472367,592,11,0.8884502877862838
1133,2,1,5,0.1993751458344396,1284,6,0.8884502877862838
515,0,5,3,0.0393641928138847,1083,3,0.8884502877862838
354,6,6,10,0.4850109582907571,676,6,0.9431945538974952
466,2,4,5,0.808160459387667,558,6,0.8884502877862838
574,5,1,10,0.2582085865748488,622,1,0.8884502877862838
202,6,0,7,0.2104607188451839,191,11,0.8884502877862838
112,6,1,10,0.0680685095778612,201,12,0.9431945538974952
768,6,0,11,1.4200733679966944,949,12,0.9431945538974952
1116,5,1,0,0.4619884183475966,2449,3,0.9431945538974952
269,2,6,7,0.8709728891055483,335,6,0.9431945538974952
744,6,6,10,1.432010334929111,1089,11,0.8884502877862838
768,6,0,3,0.9823845804747664,1647,11,0.8884502877862838
336,0,5,5,0.0751750936111334,718,11,0.8884502877862838
419,6,0,6,0.975277996441494,812,11,0.9431945538974952
1608,6,4,1,0.9983005363846544,2826,12,0.8884502877862838
225,5,0,7,0.4452210685160363,343,6,0.9431945538974952
830,6,0,10,1.865720133473567,1382,11,0.9431945538974952
389,6,0,11,0.1993751458344396,609,7,0.8884502877862838
1261,6,4,6,0.5009269142006454,2517,12,0.9431945538974952
714,6,0,5,0.7555822087588581,1265,11,0.8884502877862838
467,3,3,2,0.4094101677187876,3503,11,0.8884502877862838
268,0,0,3,0.2988498702712415,468,10,0.8884502877862838
295,6,4,5,0.752454613703058,962,6,0.9431945538974952
342,2,6,10,0.4739253852800127,222,6,0.8884502877862838
334,6,6,10,0.6569588782437281,603,11,0.8884502877862838
977,6,5,10,0.8510779442181878,2944,11,0.8884502877862838
813,6,4,11,0.3457463440792345,1622,6,0.8884502877862838
513,6,0,5,0.4611370244259246,1251,11,0.9431945538974952
346,6,0,11,1.090668676788184,819,11,0.9431945538974952
844,6,5,3,0.4690950023808687,2147,10,1.804272708628173
740,6,4,11,0.4452210685160363,1621,6,0.8884502877862838
319,6,0,1,0.5694211207393426,551,1,0.9431945538974952
278,6,1,10,1.0548577759909357,523,11,0.9431945538974952
385,6,6,5,0.7635401867138022,832,11,0.0273721330556057
240,2,1,10,1.3771558831661737,707,11,0.8884502877862838
607,2,0,10,1.9970267697301447,1454,11,0.9431945538974952
153,2,0,10,0.652979889266256,198,11,0.9431945538974952
752,6,4,11,0.4452210685160363,1257,12,0.9431945538974952
745,5,1,6,0.5336102199420939,1216,11,0.9431945538974952
487,0,2,3,0.167543234014663,484,4,0.8884502877862838
361,6,4,5,0.5296312309646218,1093,6,0.9431945538974952
353,6,6,10,0.3338093771468182,340,11,0.9431945538974952
916,2,6,10,1.8975520452933432,1241,11,0.8884502877862838
1050,2,5,0,0.4412420795385642,1837,10,0.9431945538974952
257,3,3,2,2.0137941195617053,0,2,0.8884502877862838
780,5,1,6,0.4938203301673731,1168,11,0.8884502877862838
104,6,0,4,0.3744506608432109,227,6,0.8884502877862838
537,0,1,11,0.4977993191448452,599,12,0.8884502877862838
522,6,0,10,1.1176702057088168,626,7,0.9431945538974952
650,2,1,11,1.5800843210172493,1131,11,0.9431945538974952
1220,6,5,11,0.2621875755523209,1622,6,0.9431945538974952
730,2,5,11,0.7038553520517211,1135,7,0.9431945538974952
281,2,0,11,0.378429649820683,554,12,0.9431945538974952
